No,Answer Granularity,PIC,Question,Answer,Law,Chapter,Article,Subsection,Letter (1st level)
,Pasal,Ridea,Bagaimana mekanisme pelaksanaan OPP?,"(1) OPP sebagaimana dimaksud dalam Pasal 9 huruf h harus diikuti oleh Calon Pekerja Migran Indonesia yang akan diberangkatkan ke luar negeri.
(2) OPP sebagaimana dimaksud pada ayat (1) diselenggarakan oleh BP2MI.
(3) BP2MI dalam menyelenggarakan OPP sebagaimana dimaksud pada ayat (2) dapat bekerja sama dengan instansi terkait.
(4) Biaya penyelenggaraan OPP dibebankan kepada Anggaran Pendapatan dan Belanja Negara.",PP 10/2020,2,20,,
,Pasal,Ridea,Kapan proses penandatanganan perjanjian kerja dilakukan?,Penandatanganan Perjanjian Kerja sebagaimana dimaksud dalam Pasal 9 huruf i dilakukan pada saat OPP.,PP 10/2020,2,21,,
,Pasal,Ridea,Hal apa yang harus dilakukan oleh calon PMI sebelum diberangkatkan?,"Calon Pekerja Migran Indonesia yang telah memenuhi persyaratan bekerja di luar negeri, sebelum diberangkatkan, harus melakukan pendataan sidik jari biometrik melalui Sisko P2MI pada saat OPP.",PP 10/2020,2,22,,
,Pasal,Ridea,Siapa yang memfasilitasi proses pemberangkatan PMI?,BP2MI memfasilitasi pemberangkatan Pekerja Migran Indonesia yang telah melalui proses penempatan sebelum bekerja.,PP 10/2020,2,23,,
,Pasal,Ridea,Kepada siapa BP2MI menginformasikan data keberangkatan PMI?,BP2MI menginformasikan data keberangkatan Pekerja Migran Indonesia kepada Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk oleh Kepala Perwakilan Republik Indonesia di negara tujuan penempatan melalui integrasi sistem.,PP 10/2020,2,24,,
,Pasal,Ridea,Dengan siapakah BP2MI berkoordinasi dalam melaksanakan tahapan sebelum bekerja bagi PMI?,"(1) Pelaksanaan tahapan sebagaimana dimaksud dalam Pasal 9 yang dilakukan oleh BP2MI berkoordinasi dengan kementerian/lembaga dan/atau pemerintah daerah.
(2) Dalam hal pemerintah daerah telah membentuk LTSA Pekerja Migran Indonesia, koordinasi sebagaimana dimaksud pada ayat (1) dilakukan melalui LTSA Pekerja Migran Indonesia.",PP 10/2020,2,25,,
,Pasal,Ridea,Bagaimana mekanisme yang harus dilalui oleh PMI pada tahapan selama bekerja?,"(1) Tahapan selama bekerja sebagaimana dimaksud dalam Pasal 6 huruf b sejak kedatangan Pekerja Migran Indonesia di negara tujuan penempatan.
(2) Pekerja Migran Indonesia yang telah tiba di negara tujuan penempatan melaporkan kedatangannya kepada Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk oleh kepala Perwakilan Republik Indonesia melalui Portal Peduli WNI yang diintegrasikan dengan Sisnaker dan Sisko P2MI.",PP 10/2020,2,27,,
,Pasal,Ridea,Apa tugas yang dilakukan oleh Atase Ketenagakerjaan dalam tahapan selama bekerja bagi PMI?,"(1) Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk oleh kepala Perwakilan Republik Indonesia sebagaimana dimaksud dalam Pasal 27 ayat (2) melakukan pendataan kedatangan dan keberadaan Pekerja Migran Indonesia berdasarkan data yang disampaikan BP2MI sebagaimana dimaksud dalam Pasal 24.
(2) Pendataan kedatangan dan keberadaan Pekerja Migran Indonesia sebagaimana dimaksud pada ayat (1) dilakukan oleh Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk Kepala Perwakilan Republik Indonesia melalui Portal Peduli WNI yang diintegrasikan dengan Sisnaker dan Sisko P2MI.",PP 10/2020,2,28,,
,Pasal,Ridea,Apa yang dilakukan oleh Atase Ketenagakerjaan kepada PMI saat tiba di negara tujuan penempatan?,Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk oleh Kepala Perwakilan Republik Indonesia melakukan pembinaan kepada Pekerja Migran Indonesia saat tiba di negara tujuan penempatan.,PP 10/2020,2,29,,
,Pasal,Ridea,Apa yang harus dilakukan oleh PMI selama tahapan bekerja di negara tujuan penempatan?,"(1) Pekerja Migran Indonesia menerima orientasi sebelum bekerja yang dilaksanakan oleh Pemberi Kerja sesuai dengan ketentuan di negara tujuan penempatan.
(2) Pekerja Migran Indonesia yang telah menerima orientasi sebagaimana dimaksud pada ayat (1) mulai bekerja pada Pemberi Kerja sesuai dengan Perjanjian Kerja.
(3) Pekerja Migran Indonesia sebagaimana dimaksud pada ayat (2) diberikan identitas pekerja asing dan jaminan sosial atau asuransi oleh Pemberi Kerja di negara tujuan penempatan.",PP 10/2020,2,30,,
,Pasal,Ridea,Bagaimana mekanisme kepulangan PMI?,"(1) Dalam hal Perjanjian Kerja telah berakhir, Pekerja Migran Indonesia melaporkan kepulangan kepada Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk oleh Kepala Perwakilan Republik Indonesia.
(2) Proses kepulangan Pekerja Migran Indonesia dan pemenuhan hak merupakan tanggung jawab Pemberi Kerja sesuai dengan Perjanjian Kerja.
(3) Perwakilan Republik Indonesia memfasilitasi kepulangan Pekerja Migran Indonesia dalam hal pengurusan dokumen perjalanan untuk kepulangan.",PP 10/2020,2,31,,
,Pasal,Ridea,Bagaimana mekanisme pada tahapan setelah bekerja?,"(1) Tahapan setelah bekerja sebagaimana dimaksud dalam Pasal 6 huruf c sejak Pekerja Migran Indonesia tiba di debarkasi Indonesia.
(2) Dalam hal Pekerja Migran Indonesia sebagaimana dimaksud pada ayat (1) bermasalah berdasarkan laporan dari Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk oleh Kepala Perwakilan Republik Indonesia, BP2MI memfasilitasi Pekerja Migran Indonesia dari debarkasi Indonesia sampai ke daerah asal.",PP 10/2020,2,32,,
,Pasal,Ridea,Bagaimana mekanisme pelaporan pelaksanaan penempatan PMI yang dilaksanakan oleh BP2MI?,Pelaksanaan penempatan Pekerja Migran Indonesia yang dilaksanakan oleh BP2MI dan pelayanan penempatan Pekerja Migran Indonesia yang dilaksanakan oleh Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk oleh Kepala Perwakilan Republik Indonesia dilaporkan kepada Menteri melalui Sisnaker.,PP 10/2020,3,33,,
,Pasal,Ridea,Kepada siapa pelaporan pelaksanaan penempatan PMI yang dilaksanakan oleh BP2Mi disampaikan?,Pelaksanaan penempatan Pekerja Migran Indonesia yang dilaksanakan oleh BP2MI dan pelayanan penempatan Pekerja Migran Indonesia yang dilaksanakan oleh Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk oleh Kepala Perwakilan Republik Indonesia dilaporkan kepada Menteri melalui Sisnaker.,PP 10/2020,3,33,,
,Ayat,Ridea,Apa tugas BP2MI jika PMI bermasalah sejak tiba di debarkasi Indonesia?,"Dalam hal Pekerja Migran Indonesia sebagaimana dimaksud pada ayat (1) bermasalah berdasarkan laporan dari Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk oleh Kepala Perwakilan Republik Indonesia, BP2MI memfasilitasi Pekerja Migran Indonesia dari debarkasi Indonesia sampai ke daerah asal.",PP 10/2020,2,32,2,
,Ayat,Ridea,Kapan tahapan setelah bekerja dimulai?,Tahapan setelah bekerja sebagaimana dimaksud dalam Pasal 6 huruf c sejak Pekerja Migran Indonesia tiba di debarkasi Indonesia.,PP 10/2020,2,32,1,
,Ayat,Ridea,Hal apa yang harus dilakukan oleh PMI jika perjanjian kerja telah berakhir?,"Dalam hal Perjanjian Kerja telah berakhir, Pekerja Migran Indonesia melaporkan kepulangan kepada Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk oleh Kepala Perwakilan Republik Indonesia.",PP 10/2020,2,31,1,
,Ayat,Ridea,Siapa yang bertanggung jawab atas proses kepulangan dan pemenuhan hak PMI?,Proses kepulangan Pekerja Migran Indonesia dan pemenuhan hak merupakan tanggung jawab Pemberi Kerja sesuai dengan Perjanjian Kerja.,PP 10/2020,2,31,2,
,Ayat,Ridea,Apa tugas perwakilan RI untuk memfasilitasi kepulangan PMI?,Perwakilan Republik Indonesia memfasilitasi kepulangan Pekerja Migran Indonesia dalam hal pengurusan dokumen perjalanan untuk kepulangan.,PP 10/2020,2,31,3,
,Ayat,Ridea,Siapa yang melaksanakan orientasi sebelum bekerja bagi PMI?,Pekerja Migran Indonesia menerima orientasi sebelum bekerja yang dilaksanakan oleh Pemberi Kerja sesuai dengan ketentuan di negara tujuan penempatan.,PP 10/2020,2,30,1,
,Ayat,Ridea,Apa yang diterima oleh PMI yang telah menerima orientasi oleh Pemberi Kerja di negara tujuan penempatan?,Pekerja Migran Indonesia sebagaimana dimaksud pada ayat (2) diberikan identitas pekerja asing dan jaminan sosial atau asuransi oleh Pemberi Kerja di negara tujuan penempatan.,PP 10/2020,2,30,3,
,Ayat,Ridea,Hal apa yang harus dilakukan oleh Atase Ketenagakerjaan selama PMI bekerja?,Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk oleh kepala Perwakilan Republik Indonesia sebagaimana dimaksud dalam Pasal 27 ayat (2) melakukan pendataan kedatangan dan keberadaan Pekerja Migran Indonesia berdasarkan data yang disampaikan BP2MI sebagaimana dimaksud dalam Pasal 24.,PP 10/2020,2,28,1,
,Ayat,Ridea,Siapa yang melakukan pendataan kedatangan dan keberadaan PMI selama bekerja?,Pendataan kedatangan dan keberadaan Pekerja Migran Indonesia sebagaimana dimaksud pada ayat (1) dilakukan oleh Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk Kepala Perwakilan Republik Indonesia melalui Portal Peduli WNI yang diintegrasikan dengan Sisnaker dan Sisko P2MI.,PP 10/2020,2,28,2,
,Ayat,Ridea,Kapan tahapan selama bekerja dimulai?,Tahapan selama bekerja sebagaimana dimaksud dalam Pasal 6 huruf b sejak kedatangan Pekerja Migran Indonesia di negara tujuan penempatan.,PP 10/2020,2,27,1,
,Ayat,Ridea,Apa yang harus dilakukan oleh PMI yang telah tiba di negara tujuan penempatan?,Pekerja Migran Indonesia yang telah tiba di negara tujuan penempatan melaporkan kedatangannya kepada Atase Ketenagakerjaan atau pejabat dinas luar negeri yang ditunjuk oleh kepala Perwakilan Republik Indonesia melalui Portal Peduli WNI yang diintegrasikan dengan Sisnaker dan Sisko P2MI.,PP 10/2020,2,27,2,
,Ayat,Ridea,Siapa yang menyelenggarakan OPP?,OPP sebagaimana dimaksud pada ayat (1) diselenggarakan oleh BP2MI.,PP 10/2020,2,20,2,
,Ayat,Ridea,Siapa yang menanggung biaya penyelenggaraan OPP?,Biaya penyelenggaraan OPP dibebankan kepada Anggaran Pendapatan dan Belanja Negara.,PP 10/2020,2,20,4,
,Ayat,Ridea,Kepada siapakah OPP dilaksanakan?,OPP sebagaimana dimaksud dalam Pasal 9 huruf h harus diikuti oleh Calon Pekerja Migran Indonesia yang akan diberangkatkan ke luar negeri.,PP 10/2020,2,20,1,
,Ayat,Ridea,Siapa saja yang menandatangani perjanjian penempatan?,Perjanjian Penempatan sebagaimana dimaksud pada ayat (1) ditandatangani oleh BP2MI dan Calon Pekerja Migran Indonesia.,PP 10/2020,2,16,2,
,Ayat,Ridea,"Hal apa yang harus dilakukan oleh calon PMI yang telah lulus seleksi, memiliki hasil pemeriksaan kesehatan dan psikologi serta memiliki paspor?","Calon Pekerja Migran Indonesia yang telah lulus seleksi, memiliki hasil pemeriksaan kesehatan dan psikologi serta memiliki paspor sebagaimana dimaksud dalam Pasal 13, Pasal 14, dan Pasal 15 harus menandatangani Perjanjian Penempatan.",PP 10/2020,2,16,1,
,Ayat,Ridea,Apa yang harus dilakukan oleh calon PMI yang telah lulus seleksi?,Calon Pekerja Migran Indonesia yang telah lulus seleksi sebagaimana dimaksud dalam Pasal 13 harus melakukan pemeriksaan kesehatan dan psikologi sebagaimana dimaksud dalam Pasal 9 huruf d.,PP 10/2020,2,14,1,
,Ayat,Ridea,Dimanakah tempat pelaksanaan pemeriksaan kesehatan calon PMI?,Pemeriksaan kesehatan Calon Pekerja Migran Indonesia sebagaimana dimaksud pada ayat (1) dilaksanakan di fasilitas pelayanan kesehatan sesuai dengan ketentuan peraturan perundang-undangan.,PP 10/2020,2,14,2,
,Ayat,Ridea,Dimanakah tempat pelaksanaan pemeriksaan psikologi calon PMI?,Pemeriksaan psikologi sebagaimana dimaksud pada ayat (1) dilaksanakan di lembaga psikologi sesuai dengan ketentuan peraturan perundang-undangan.,PP 10/2020,2,14,3,
,Ayat,Ridea,Siapa saja yang dapat diikutsertakan oleh BP2MI dalam pelaksanaan seleksi teknis bagi calon PMI?,Dalam melaksanakan seleksi teknis sebagaimana dimaksud pada ayat (4) BP2MI dapat mengikutsertakan pemerintah negara Pemberi Kerja Pekerja Migran Indonesia atau Pemberi Kerja berbadan hukum di negara tujuan penempatan.,PP 10/2020,2,12,5,
,Ayat,Ridea,Hal apa yang menjadi dasar pelaksanaan seleksi teknis bagi calon PMI?,Seleksi teknis sebagaimana dimaksud pada ayat (1) dilaksanakan sesuai dengan permintaan pemerintah negara Pemberi Kerja Pekerja Migran Indonesia atau Pemberi Kerja berbadan hukum di negara tujuan penempatan.,PP 10/2020,2,12,4,
,Ayat,Ridea,Apa saja yang terdapat dalam seleksi administrasi?,Seleksi administrasi sebagaimana dimaksud pada ayat (1) meliputi verifikasi dokumen sebagaimana dimaksud dalam Pasal 11 ayat (2).,PP 10/2020,2,12,3,
,Ayat,Ridea,Apa saja jenis seleksi yang dilakukan bagi calon PMI?,Seleksi sebagaimana dimaksud dalam Pasal 9 huruf c berupa seleksi administrasi dan seleksi teknis.,PP 10/2020,2,12,1,
,Ayat,Ridea,Apakah proses pendaftaran dipungut biaya?,Pendaftaran sebagaimana dimaksud pada ayat (3) tidak dipungut biaya.,PP 10/2020,2,11,4,
,Ayat,Ridea,Bagaimana cara pendaftaran calon PMI?,Pendaftaran Calon Pekerja Migran Indonesia sebagaimana dimaksud dalam Pasal 9 huruf b dilakukan secara daring pada Sisko P2MI dengan dokumen lengkap yang dipersyaratkan.,PP 10/2020,2,11,1,
,Ayat,Ridea,Apa saja persyaratan dokumen lengkap yang harus disiapkan oleh calon PMI?,"Dokumen lengkap yang dipersyaratkan sebagaimana dimaksud pada ayat (1) meliputi:
a. kartu tanda penduduk elektronik dan kartu keluarga;
b. surat keterangan status perkawinan, bagi yang telah menikah melampirkan fotokopi buku nikah;
c. surat keterangan izin suami atau istri, izin orang tua, atau izin wali yang diketahui oleh kepala desa atau lurah;
d. sertifikat kompetensi kerja;
e. surat keterangan sehat berdasarkan hasil pemeriksaan kesehatan; dan
f. kartu kepesertaan program jaminan kesehatan nasional.",PP 10/2020,2,11,2,
,Ayat,Ridea,Dengan cara apakah pemberian informasi kepada calon PMI?,Pemberian informasi sebagaimana dimaksud pada ayat (1) dilakukan secara daring atau luring.,PP 10/2020,2,10,2,
,Ayat,Ridea,Siapa yang melakukan pemberian informasi bagi calon PMI?,Pemberian informasi sebagaimana dimaksud pada ayat (1) dilakukan oleh BP2MI bekerja sama dengan desa.,PP 10/2020,2,10,3,
,Ayat,Ridea,Apa saja informasi minimal yang harus disampaikan kepada calon PMI?,"Pemberian informasi sebagaimana dimaksud dalam Pasal 9 huruf a kepada Calon Pekerja Migran Indonesia paling sedikit berupa:
a. pasar kerja;
b. tata cara penempatan dan pelindungan; dan
c. kondisi kerja di luar negeri.",PP 10/2020,2,10,1,
,Ayat,Ridea,Apa yang harus dimiliki oleh BP2MI dalam menempatkan PMI kepada Pemberi Kerja berbadan hukum di negara tujuan penempatan?,BP2MI dalam menempatkan Pekerja Migran Indonesia kepada Pemberi Kerja berbadan hukum di negara tujuan penempatan harus memiliki surat permintaan Pekerja Migran Indonesia yang telah diverifikasi oleh Atase Ketenagakerjaan.,PP 10/2020,2,7,1,
,Ayat,Ridea,Apa saja isi surat permintaan PMI?,"Surat permintaan Pekerja Migran Indonesia sebagaimana dimaksud pada ayat (1) paling sedikit memuat:
a. identitas pemberi kerja;
b. jumlah penempatan;
c. jenis pekerjaan;
d. upah atau gaji;
e. kualifikasi jabatan;
f. masa berlaku Perjanjian Kerja;
g. fasilitas tempat kerja; dan
h. jaminan sosial dan/atau asuransi.",PP 10/2020,2,7,2,
,Ayat,Ridea,"Jika Atase Ketenagakerjaan belum ada di negara tujuan penempatan, maka siapakah yang melakukan verifikasi surat permintaan?","Dalam hal Atase Ketenagakerjaan sebagaimana dimaksud pada ayat (1) belum ada di negara tujuan penempatan, verifikasi surat permintaan dilaksanakan oleh pejabat dinas luar negeri yang ditunjuk oleh Kepala Perwakilan Republik Indonesia.",PP 10/2020,2,7,3,
,Ayat,Ridea,Siapa yang menandatangani perjanjian secara tertulis?,Perjanjian secara tertulis sebagaimana dimaksud pada ayat (2) ditandatangani oleh Menteri atau pejabat yang ditunjuk oleh Menteri sesuai dengan ketentuan peraturan perundang-undangan mengenai perjanjian internasional.,PP 10/2020,1,4,3,
,Ayat,Ridea,Apa yang menjadi prinsip penyusunan perjanjian secara tertulis?,"Perjanjian secara tertulis sebagaimana dimaksud dalam Pasal 3 disusun berdasarkan prinsip persamaan kedudukan, saling menguntungkan, dan memperhatikan baik hukum nasional maupun hukum internasional yang berlaku.",PP 10/2020,1,5,1,
,Ayat,Ridea,Apa saja isi perjanjian secara tertulis?,"Perjanjian secara tertulis sebagaimana dimaksud pada ayat (1) paling sedikit memuat:
a. identitas para pihak;
b. hak dan kewajiban para pihak;
c. syarat dan prosedur penempatan;
d. mekanisme Pelindungan Pekerja Migran Indonesia;
e. pemantauan dan evaluasi;
f. penyelesaian sengketa;
g. perubahan perjanjian tertulis; dan
h. jangka waktu dan pengakhiran perjanjian tertulis.",PP 10/2020,1,5,2,
,Huruf,Ridea,"Selain pasar kerja dan kondisi kerja di luar negeri, apa saja poin penting yang harus disampaikan pada saat pemberian informasi bagi calon PMI?","Pemberian informasi sebagaimana dimaksud dalam Pasal 9 huruf a kepada Calon Pekerja Migran Indonesia paling sedikit berupa:
b. tata cara penempatan dan pelindungan,",PP 10/2020,2,10,1,b
,Huruf,Ridea,Apakah surat keterangan status perkawinan wajib dilampirkan bagi yang telah menikah pada proses pendaftaran calon PMI?,"Dokumen lengkap yang dipersyaratkan sebagaimana dimaksud pada ayat (1) meliputi:
b. surat keterangan status perkawinan, bagi yang telah menikah melampirkan fotokopi buku nikah",PP 10/2020,2,11,2,b
,Huruf,Ridea,Berapa usia minimal calon PMI yang akan bekerja ke luar negeri?,"Setiap Calon Pekerja Migran Indonesia yang akan bekerja ke luar negeri harus memenuhi persyaratan:
a. berusia minimal 18 (delapan belas) tahun",PP 10/2020,2,8,,a
,Huruf,Ridea,Pemeriksanaan apa saja yang harus dilakukan oleh calon PMI dalam tahapan sebelum bekerja?,"Tahapan sebelum bekerja sebagaimana dimaksud dalam Pasal 6 huruf a dilakukan melalui:
d. pemeriksaan kesehatan dan psikologi",PP 10/2020,2,9,,d
,Huruf,Ridea,"Selain kebutuhan pemerintah, hal apa yang menjadi dasar penempatan PMI oleh BP2MI?","Penempatan Pekerja Migran Indonesia oleh BP2MI didasarkan:
b. permintaan dari pemerintah negara Pemberi Kerja Pekerja Migran Indonesia atau permintaan Pemberi Kerja berbadan hukum di negara tujuan penempatan.",PP 10/2020,1,2,,b
,Huruf,Cisco,Apa yang dimaksud dengan PNS?,"Pegawai Negeri Sipil yang selanjutnya disingkat PNS adalah warga negara Indonesia yang memenuhi syarat tertentu, diangkat sebagai Pegawai Aparatur Sipil Negara secara tetap oleh Pejabat Pembina Kepegawaian untuk menduduki jabatan pemerintahan.",PP 94/2021,1,1,,1
,Huruf,Cisco,Apa yang dimaksud dengan Pejabat yang Berwenang Menghukum?,Pejabat yang Berwenang Menghukum adalah pejabat yang diberi wewenang menjatuhkan hukuman disiplin kepada PNS yang melakukan pelanggaran disiplin.,PP 94/2021,1,1,,3
,Huruf,Cisco,Apa yang dimaksud dengan Disiplin PNS?,Disiplin PNS adalah kesanggupan PNS untuk menaati kewajiban dan menghindari larangan yang ditentukan dalam peraturan perundang-undangan.,PP 94/2021,1,1,,4
,Huruf,Cisco,Apa yang dimaksud dengan Pelanggaran Disiplin PNS?,"Pelanggaran Disiplin adalah setiap ucapan, tulisan, atau perbuatan PNS yang tidak menaati kewajiban dan/atau melanggar larangan ketentuan Disiplin PNS, baik yang dilakukan di dalam maupun di luar jam kerja.",PP 94/2021,1,1,,6
